id,lb,ub,ap,an
r1649,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
r1650,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
r1651,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
r1652,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
r1653,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
r1654,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
r1655,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
r1656,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
r1657,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
r1658,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
r1659,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
r1660,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
r1661,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
r1662,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
r1664,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
r1665,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
r1666,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
r1667,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
r1668,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
r1669,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
r1670,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
r1671,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
r1672,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1673,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1674,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1675,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1676,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1677,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1678,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1679,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1680,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1681,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1682,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1683,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1684,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1685,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1686,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1687,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1690,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1691,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1692,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1693,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1695,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1696,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1698,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1700,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1701,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1702,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1705,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1706,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1707,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1708,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1710,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1711,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1713,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1715,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1716,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1717,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1720,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1721,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1722,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1723,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1725,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1726,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1728,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1730,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1731,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1732,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1733,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1734,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1735,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1736,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1737,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1738,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1739,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1740,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1741,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1742,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1743,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1744,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1745,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1746,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1747,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1748,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1749,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1750,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1751,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1752,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1753,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1754,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1755,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1756,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1757,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1758,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1759,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1760,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1761,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1762,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1763,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1764,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1765,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1766,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1767,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1768,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1769,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1770,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1771,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1772,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1773,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1774,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1775,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1776,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1777,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1778,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1779,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1780,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1781,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1782,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1783,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1784,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1785,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1786,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1787,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1788,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1789,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1790,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1791,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1792,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1796,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1797,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1798,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1799,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1800,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1801,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1803,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1805,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1806,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1807,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1808,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1809,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1810,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1811,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1812,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1813,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1814,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1815,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1816,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1817,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1818,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1819,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1820,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1821,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1822,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1823,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1824,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1825,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1826,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1827,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1828,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1829,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1830,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1831,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1832,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1833,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1834,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1835,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1836,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1837,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1841,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1842,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1843,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1844,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1846,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1847,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1848,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1850,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1851,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1852,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1853,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1854,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1855,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1856,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1857,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1858,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1859,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1860,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1861,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1862,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1863,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1864,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1865,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1866,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1867,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1871,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1872,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1873,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1874,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1876,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1877,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1879,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1880,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1881,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1882,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1883,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1884,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1885,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1886,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1887,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1888,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1889,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1890,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1891,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1892,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1893,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1894,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1895,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1896,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1897,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1898,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1899,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1900,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1901,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1902,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1903,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1904,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1905,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1906,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1907,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1908,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1909,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1910,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1911,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1912,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1913,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1914,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1915,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1916,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1917,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1918,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1919,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1920,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1921,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1922,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1923,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1924,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1925,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1926,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1928,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1929,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1930,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1931,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1932,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1933,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1934,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1935,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1936,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1937,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1938,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1939,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1940,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1941,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1942,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1943,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1944,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1945,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1946,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1947,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1948,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1949,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1950,0.0,1000.0,0.01215099715099715,0.01215099715099715
r1951,0.0,1000.0,0.01215099715099715,0.01215099715099715
