id,lb,ub,ap,an
ACALD,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
ACALDt,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
ACKr,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
ACONTa,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
ACONTb,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
ACt2r,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
ADK1,-1000.0,1000.0,9.136094175912153e-5,0.0003879628719986319
AKGDH,0.0,1000.0,0.01215099715099715,0.01215099715099715
AKGt2r,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
ALCD2x,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
ATPM,0.0,1000.0,0.01215099715099715,0.01215099715099715
ATPS4r,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
CO2t,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
CS,0.0,1000.0,0.01215099715099715,0.01215099715099715
CYTBD,0.0,1000.0,0.01215099715099715,0.01215099715099715
D_LACt2,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
ENO,-1000.0,1000.0,0.0014399851356373095,0.01215099715099715
ETOHt2r,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
EX_ac(e),0.0,1000.0,0.01215099715099715,0.01215099715099715
EX_acald(e),0.0,1000.0,0.01215099715099715,0.01215099715099715
EX_akg(e),0.0,1000.0,0.01215099715099715,0.01215099715099715
EX_co2(e),-1000.0,1000.0,0.01215099715099715,0.01215099715099715
EX_etoh(e),0.0,1000.0,0.01215099715099715,0.01215099715099715
EX_for(e),0.0,1000.0,0.01215099715099715,0.01215099715099715
EX_fru(e),0.0,1000.0,0.01215099715099715,0.01215099715099715
EX_fum(e),0.0,1000.0,0.01215099715099715,0.01215099715099715
EX_glc(e),-10.0,1000.0,0.01215099715099715,0.01215099715099715
EX_gln_L(e),0.0,1000.0,0.01215099715099715,0.01215099715099715
EX_glu_L(e),0.0,1000.0,0.01215099715099715,0.01215099715099715
EX_h(e),-1000.0,1000.0,0.01215099715099715,0.01215099715099715
EX_h2o(e),-1000.0,1000.0,0.01215099715099715,0.01215099715099715
EX_lac_D(e),0.0,1000.0,0.01215099715099715,0.01215099715099715
EX_mal_L(e),0.0,1000.0,0.01215099715099715,0.01215099715099715
EX_nh4(e),-1000.0,1000.0,0.01215099715099715,0.01215099715099715
EX_o2(e),-1000.0,1000.0,0.01215099715099715,0.01215099715099715
EX_pi(e),-1000.0,1000.0,0.01215099715099715,0.01215099715099715
EX_pyr(e),0.0,1000.0,0.01215099715099715,0.01215099715099715
EX_succ(e),0.0,1000.0,0.01215099715099715,0.01215099715099715
FBA,-1000.0,1000.0,0.005696812648236434,0.11551124170571056
FBP,0.0,1000.0,0.4273504273504274,0.4273504273504274
FORt2,0.0,1000.0,0.01215099715099715,0.01215099715099715
FORti,0.0,1000.0,0.01215099715099715,0.01215099715099715
FRD7,0.0,1000.0,0.01215099715099715,0.01215099715099715
FRUpts2,0.0,1000.0,0.01215099715099715,0.01215099715099715
FUM,-1000.0,1000.0,0.0005341880341880341,0.01215099715099715
FUMt2_2,0.0,1000.0,0.01215099715099715,0.01215099715099715
G6PDH2r,-1000.0,1000.0,0.0013097429910039367,0.01215099715099715
GAPD,-1000.0,1000.0,0.004985754985754986,0.01215099715099715
GLCpts,0.0,1000.0,0.01215099715099715,0.01215099715099715
GLNS,0.0,1000.0,0.10633602182897958,0.10633602182897958
GLNabc,0.0,1000.0,0.01215099715099715,0.01215099715099715
GLUDy,-1000.0,1000.0,0.000475167258875124,1.0602964355145856e-5
GLUN,0.0,1000.0,0.01215099715099715,0.01215099715099715
GLUSy,0.0,1000.0,0.01215099715099715,0.01215099715099715
GLUt2r,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
GND,0.0,1000.0,0.013034188034188031,0.013034188034188031
H2Ot,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
ICDHyr,-1000.0,1000.0,1.0e-7,1.0e-7
ICL,0.0,1000.0,0.01215099715099715,0.01215099715099715
LDH_D,-1000.0,1000.0,0.012321937321937322,0.00047989720185612753
MALS,0.0,1000.0,0.01215099715099715,0.01215099715099715
MALt2_2,0.0,1000.0,0.01215099715099715,0.01215099715099715
MDH,-1000.0,1000.0,8.271298593879239e-5,2.4981490853201377e-6
ME1,0.0,1000.0,0.005964249809501861,0.005964249809501861
ME2,0.0,1000.0,0.00019598333302830092,0.00019598333302830092
NADH16,0.0,1000.0,0.01215099715099715,0.01215099715099715
NADTRHD,0.0,1000.0,0.01215099715099715,0.01215099715099715
NH4t,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
O2t,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
PDH,0.0,1000.0,0.008151653359092556,0.008151653359092556
PFK,0.0,1000.0,0.005601755601755602,0.005601755601755602
PFL,0.0,1000.0,0.01215099715099715,0.01215099715099715
PGI,-1000.0,1000.0,0.0001372863249236111,9.122370233481344e-5
PGK,-1000.0,1000.0,0.0002052102892439027,0.00011537217196161368
PGL,0.0,1000.0,0.00641025641025641,0.00641025641025641
PGM,-1000.0,1000.0,0.0003762833951513197,0.0005731602429715637
PIt2r,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
PPC,0.0,1000.0,0.23823558306316925,0.23823558306316925
PPCK,0.0,1000.0,0.01215099715099715,0.01215099715099715
PPS,0.0,1000.0,0.01215099715099715,0.01215099715099715
PTAr,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
PYK,0.0,1000.0,0.0006794100491224011,0.0006794100491224011
PYRt2r,-1000.0,1000.0,0.01215099715099715,0.01215099715099715
RPE,-1000.0,1000.0,0.00641025641025641,0.01215099715099715
RPI,-1000.0,1000.0,5.1244782349433514e-5,0.01215099715099715
SUCCt2_2,0.0,1000.0,0.01215099715099715,0.01215099715099715
SUCCt3,0.0,1000.0,0.01215099715099715,0.01215099715099715
SUCDi,0.0,1000.0,0.01215099715099715,0.01215099715099715
SUCOAS,-1000.0,1000.0,0.016332645642990473,0.013807951307951307
TALA,-1000.0,1000.0,0.00819088319088319,0.047170019996106954
THD2,0.0,1000.0,0.01215099715099715,0.01215099715099715
TKT1,-1000.0,1000.0,0.008479175145841813,0.01215099715099715
TKT2,-1000.0,1000.0,0.006967670011148272,0.01215099715099715
TPI,-1000.0,1000.0,0.00018465759206499948,4.445703626151453e-6
